ticket_number,message,tags
1396,"qq, there was an intercom feature where a conversation was automatically assigned to the first person that responded. is this something we can do in atlas? yes, you can enable it here https://app.atlas.so/configuration/automations excellent, thanks!",Feature Request
1397,"Hello team! I see that i have some tickets linked to linear that are not been open once the linear ticket is done. For example: ticket, how much time it takes to open them? Is there a reason about why that could be happening? Team, could you look at this issue? Another example Hey @George Saffaye, taking a look into this. Thank you! George, this is because when a linked linear ticket is done, we only moving snoozed tickets to open but if the ticket is in pending/closed status it remain as it. Long term (couple of weeks) -- we want to allow end customer ability to control this workflow.Short term (2-3 days) -- we will change the logic so even pending ticket move to open status when a linked linear ticket is marked done.  Thank you Hey George, we made this change and it is live now.",Feature Request
1398,"Hi, is 5 seats really the minimum? We only have a small team of 2 that would use Atlas. hi, there’s no restrictions on the minimum number of agents. Would be happy to have you guys onboard.",Sales
1399,"Hey! Im reaching out from webb technology an MMORPG - we're looking into support systems for our game launch. pretty cool! How can we help? Do you have an API for chat, so that we can build it into our game? we sure do, we have SDKs in a couple of languages, what platform are you looking to support ? do you have a link to your docs couldnt find it also - do you have a theme like the site homepage, or a dark mode? You should be able to get docs on help.atlas.so",Product Question
1402,"Does Atlas work within iOS apps? yes William, we have SDK for javascript, react-native, flutter, swift, Kotlin.",Feature Request
1403,"Hi, is it possible to change the appearance of the emails being sent? I would like them to be sent as regular messages, without this interface: Maksymilian Rybicki responded to ticket #19🔔 New Response 🔔 etc. Yep! In App Config > Email, there's a formatting setting. If you change it from Standard to Plain, it'll remove all formatting. Ok, great, thank you. I also wanted to ask about regionalization. I know you're planning to introduce it in the next quarter, but I wanted to ask if there's even a chance of an earlier translation of the chat interface? There are literally just a few places there where I would need translation, and it's a key factor that is holding me back from switching from Intercom to Atlas. I think we've done this before, let me just check with the eng team to confirm.Do you happen to have the translations you'd like to use for each spot as well? Yes, I can provide them, no problem. How do you want me to provide the translations? Is it enough for me to send the text in English and the translation in Polish, or do I need to make a screenshot for each spot so you know exactly which translation it is? Yep text in English and Polish should work! Ok, I'm uploading the translations There, there are additionally two messages that are sent when an email is sent to the user:Reply to this email directly to update this ticket.Delivered by Atlas on behalf of Byrå.If this could also be translated, I would be very grateful :) I forgot some translations from the knowledge base. I am uploading an updated version Thank you very much for that, I appreciate it very much :) Hi :) I wanted to ask how much time you approximately need to translate this? Maks, I am not sure I understood the question The question relates to the previous message. I wrote with Jon regarding translating the chat widget into Polish. I also sent a translation file in the previous message. I wanted to ask how much time you need to translate the widget into Polish got it! Really appreciate the work you did to provide the transaction. For development point of view, I think this should be doable within 1 week of effort.I will get back to you with ETA sometime tomorrow — I think we should be able to in coming weeks (just need to figure out where we can slot with other requests where we already committed a timeline) Great, I understand. Thank you so much for your help, I really appreciate it. I'll be waiting to hear back from you. Hey Maks, talked internally with the team -- we will try to have this feature by the end of this month. Please let me know if that works for you?  Hey, yes, great. Thank you very much. If you need my help or there are any more elements to translate that I missed, let me know, I'll be happy to help. Hi, I wanted to ask about the translations we talked about some time ago. Will you be able to implement them soon? Hey Maks,  We had originally planned to work on this end of last month but there some other product that are taking longer to finish.  Based on current queue, I think we would only be able to work on this in June.  My sincere apologies for changes in timeline.  ",Feature Request
1408,"Hey quick question. We are using Scribe to build out some articles. Have you integrated with them or has anyone put the step by step instructions in an article? @Casey Mackrell woah, atlas has slack tickets 👀 this will be great for our slack connect customers Hey @Casey Mackrell, we don't currently integrate with them but if you have articles already made we can migrate those to Atlas",Feature Request
1409,"Hey Atlas team, can you provide further information on where the sidebars send from? I sent a sidebar associated with my sender edstruments@payabli.com, however, it appears to come from support@payabli.com. Not a major issue for now, but trying to understand that workflow and if we have an option of where to send those from. @Jon OBryan maybe this has something to do with the workaround to mask our atlas email when sending. here is the email that was associated with the sidebar. Confusing for our external partners who know us by support@payabli.com or edstruments@payabli.com Hey Tianah, right now sidebar only supports sending from default email sender and doesn’t support using multiple senders It is possible to add support for multiple sender but I think it would be 2 weeks of work, I think we can get it out by end of April if this is something you need. That would be ideal, but we can wait the 2 weeks. Specially because our senders act as communication channels with our partners. @Tianah Jimenez this is live now you can specify senders for sidebars now @Rahul Asati awesome! I will test this one out today!",Feature Request
1410,"Hi, we created various inbox filters and it seems that one ticket is not added to a filter although it's criteria has been met The ticket is #302 if you can see it by any chance. We have a filter for all tickets that are open and with the Pershing customer account which it meets let me check and get back per the filters I can see in the database, your inbox seems to be correct. Please allow me some time to investigate why the ticket did not reflect to the correct inbox. Hey Ben,could you please check now? there was an error while indexing the data and it was not updated on index. Hi, the said ticket is still not in the filtered inbox Hey Ben,I would recommend changing the inbox filters to Customer.email contains @pershingventures.com That index updates mush faster than Customer.Account  For reference  Hi, I just changed now. Still #302 wasn't added. Is there a certain buffer time it takes to be updated? Thank you! It should be updated within 5 minutes Hi Piyush, unfortunately this still isn't updating hey Ben, I have run a reindexing just for Hypercore, it should reflected as soon as you refresh the page. Great, I now see this reflecting correctly. Appreciate the help! amazing! thanks for you patience Hi Piyush and team, is it possible to create a report or some sort of tracker so we can see how many tickets our clients open in a given time?Thank you! hey Ben, the reports are available https://app.atlas.so/reports/ticketsThere you should be able to filter it per customer, per account, within a time-rangePlease check if this helps. Yes I am familiar with this, however it seems I can only filter by clients, not see a breakdown of all clients next to one anotherIf I want to see how many tickets each client opens per month I will need to create a filtered view for each client? Ah! I see. I think currently that’s the only way. Ok, thanks. That would be a really cool feature if you could increase the functionality of the reports.Thanks again for the support! Noted. Will definitely discuss with the product, see how to best do this",Feature Request
1411,"Hello, team. I have a question about these metrics: *average response tim*e and average time to close. How do you calculate them? Do you also consider weekends? Does it take all hours for the calculation or only business hours? Hi George!At the moment it does not account for any of those and only compute absolute difference between timestamps. George, we are planning to spend couple of week on updating reporting in May/June, we will have this updated during that cycle. Team, is there any way I can get the Median response time instead of the average? We are having an issue following this metric as in the weekends grow a lot we are not able to reply on those days hey George, I added to our queue -- I will try to add it over next few day. Just to confirm you want a version of following report that have median response time instead of average respone time.  George, Just wanted to see if this would work for you? Yes, we are not hurry but it would be helpful @Rahul Asati we’re trying to figure how to best pull the data from Atlas without having evenings and weekends throw off the metrics too much.We are trying to record two main metrics on weekly basis:• First response time • Time to close How would you suggest we pull this data from Atlas? @Thomas Mirmotahari right now, only way to do this would with using developer api and getting message data and calculate it on your end.   I don’t think that is going to worth the effort on your end.We do plan to change all reports to consider business hours.  I think we will be there between mid to end of May. Let me know if that doesn’t work and I will try to see how we can prioritize this over other tasks. Good to know. How does the 95% and 90% work in the reporting? it is similar to P99 and P90 in API response — so let’s say you have 100 tickets, how was the avg across fastest or slowest 90/95 tickets idea is that there could be few tickets which are outlier due to various reason and can throw off metrics, p95 give you the number for 95% of your tickets Great, so p90 should help us filter out the off hours and weekends. Right? if you are not getting lot of responses on off hours and weekend than yes. Great thanks Rahul, I think we’ll use the p90 for now",Feature Request
1412,"In case you want to chime in: https://lennysnewsletter.slack.com/archives/C017QNJ8933/p1712677154249609?thread_ts=1712670670.367719&cid=C017QNJ8933 cc @Jon OBryan Thanks for the s/o, @Alkarim Lalani!",Sales
1413,"Hey @Jon OBryan! How are you doing?I have a couple of questions:1. When you compose a new email/ticket from Atlas, does it allows you to use a Canned Response as template? We start messages from our help@odaportal or revisions@odaportal with a template message.2. Can we customize better the Slack integration? Is possible to create separate Slack channels? Like 1 channel for Tickets, another for Live Chats? if not possible, that could be a good feature request. Also, would be good to be able to customize the message structure (like being able to tag someone or use @here for better notifications). For your info, Tally (the form builder) allows you to customize the message when you integrate with Slack.3. We have the following use case: some customers send us emails directly to our email address instead of help@odaportal.Th This makes is be out of Atlas, so what we did to test is to forward the email to help@odaportal. But when the ticket is created, it is created as customer charly@odaporta.com or the support agent. What we have done is to edit the customer in the ticket and add the details of the real user/account. Is there a way to identify that the ticket is being created by someone who is already part of our account and not assign to that customer? Instead to identify the email of the person that sent the original email? Maybe I’m not clear with this one. let me know.4. If you could check our Accounts, I can’t find Hometeka/Ruum in the Account List under Contacts, but when I go to Customers tab, and see a user from that account, when I associate it to an Account, I first don’t see Homteka/Ruum in the dropdown list, but when I start typing it it appears. Weird, right? Hey @Charly Amoruso1. You can use the canned response when creating new ticket. if you click … and show formatting bar it will have an option to insert the canned response (book icon with with a +) 2. Slack Intergation     a. Ability to route ticket to different channel based on Channel — we don’t have this feature right now but I added it our product roadmap     b. You should be able to @ mention any user in Atlas/Slack and it will @mention the user in other side (Slack/Atlas) — Those user should have their Atlas/Slack account linked      c. “would be good to be able to customize the message structure”: Can you give me an example this? 3. Right now this is not automated (we plan to use AI to auto suggest switching) but you should be able to do this manually. If you click on … on a ticket, their is an option to switch customer. 4. I am taking a look at this. Hey @Charly Amoruso regarding #4    a. I actually am seeing “Homteka/Ruum” in account list (see attached screenshot) — the list is scrollable.    b. in the account dropdown in customers page we only show first few account and then do the search (since there could be 100s of accounts present)Let me know if you still have any questions. Thanks @Rahul Asatiand @Jon OBryan! i’ll take a look to your responses, and if anything else will come back. Cheers! Hey @Rahul Asati! Regarding point #4 it’s weird since I did notice that the list is scrollable, but it cuts on The Michaels Organization account and don’t let me continue scrolling. I can’t see the last 2 (Hometeka/Ruum and Lewis Apartments). Hey @Rahul Asati! Here goes my replies/comments to your answers:1. Noted, in my experience, the ability to add ‘canned templates’ is something that should be visible from the beginning when starting to Compose. You can add that as a customer feedback 🙂 2. Slack Integration:     a. Thanks for that!     b. The @mention you refer to is once we already received the Slack/Atlas notification? So someone manually can @mention as a thread someone else from the team, that’s what you are referring? Just in case, what I’m saying is to be able to @mention someone or a team directly from the first message received from the Atlas/Slack integration.     c. In our case, the Slack channel where we are receiving Atlas notif is cluttered with a lot of tickets we don’t need to respond (for which I already created an automation and rule to add a tag and close them immediately, but they still go to our channel. So what I was thinking (and taking as example the Tally feature to customize the messages we receive in Slack) is the ability to restrict info in the Slack notification in order not to make it so long. For Chat I think is great to have all info, for emails (tickets) by just having the subject and name of the sender is more than enough for us to be alerted and go to Altas inbox directly.3. Got it, thanks for that! 1. 100% agreed here! we will make a change so that formatting bar is default enabled 2. Slack Integrations     a. great!     b. I am not sure I fully understand by “able to @mention someone or a team directly from the first message received from the Atlas/Slack integration”     c. Got it! I can see the point about cluttering — short term, we are planning to make UI better for all ticket, have different formatting for closed ticket (show less information) vs open tickets. Long term: we will have a advance filtering on what tickets go to your Slack Triage channel 4. checking this further that why this is happening for you (I was able to see the issue in session recording) @Charly Amoruso can you see if you are able to see the accounts now? Hey @Rahul Asati!#4 is done, I can see now that what it used to show as Contacts, now I have 2 separate options: Customer and Accounts, and in both of them I can scroll down, and then select the following page. 👍#2    b. What I mean here is that when we receive a new ticket, we receive the message in Slack, but without any @mention. So for my case and many of us, unless we are @mentioned or @here @channel I don’t get notified. So that’s were it comes my question if there is a way to have the new messages in Slack coming with a @here (for example). Hope it helps. And it would mainly help us for Live Chats messages. got it now, here is how to fix it. there is Slack setting which will allow you do get notifications1. If you click on the top channel name 2. Click on the “Get notified for all Messages” 3. Click on More notification settings 4. Enable “Get notified about all thread replies in this channel” Thanks @Rahul Asati! All set then 🙂 Also, we are making the change for showing formatting option by default on new tickets modal should go live early next week.",Bug
1414,"@Rahul Asati hey hey! It looks like the required fields are no longer editable on a ticket. Can someone look into this? Right now, we can only edit the fields if we update the ticket status and it only works when updating to pending. Snooze does not have the field options. here is a loom vid to better explain whats going on: https://www.loom.com/share/2ecac7ff1f7a4a759f3a5b57cc5eb04e @Sephra Engel should be fixed in next 30-40 mins @Sephra Engel this should be fixed now thank you!!",Bug
1415,"@here hey Atlas team. We have a customer that we would like to be able to give Atlas access to, but limit their access to their tickets only. We were wondering, would it be possible to A) create a generic login for them but B) create an inbox with their tickets and limit their generic login to just this inbox? that makes sense @Kevin Riccardi We are planning a feature called customer portal (where a customer or account owner) will be able to view all tickets assigned to that customer or account they will be able to create new tickets or add new messages to tickets but they won’t be able to view activities/status/tags etc would something like that work for you? @Rahul Asati that sounds great. @Andrew_Nak anything I'm missing? Sounds like this would take care of what we discussed earlier. basically the main different between customer portal vs access to Atlas is that customer portal is meant for customer to access their tickets.where as alternative feature (that is not planned in Q2) is finer grained permission where you can invite someone as contractor and they will only have access to tickets assigned to them The customer portal sounds like what we would need for now. Do you guys have a rough timeline for when you plan to roll that out? would need to understand more.. basically we have a customer (i.e. Chownow), Chownow has restaurants (i.e. Joes Pizza) and end-diner (i.e. Sally) .. we want to give Chownow access so that they can see all tickets that were opened by Joes Pizza or Sally ah this is an interesting variant. the customer portal is normally customer viewing their own tickets (or potentially a customer viewing tickets from across their account).this variant is basically a customer viewing tickets within a segment (eg, that customer’s accounts and customers — could encode those as custom fields potentially).does that sound right? I’m not exactly sure.. we basically want “Chownow” to see every ticket for every restaurant and every diner that opens a ticket @Andrew_Nak I’ve gotten the ST Monthly tab about as far as I can without your parts fyi. So gonna go back to the weekly stuff I was starting to make for now. Andrew, won't adding them directly to your Atlas account either as an agent or viewer would work in that case? @Andrew_Nak ^^ @Rahul Asati yes, so long as we can only give them “read / write” access to certain inboxes Andrew, got it! I added this our roadmap!  you thinking 1-2 months, or beyond that? let me get back with exact timeline after discussing with @Jon OBryan.  Basically we have a Teams product planned which will have much fine grained permission, but that is more like 6 months from now — but I think we can do something short term where you can add “contractor” role which will only have access to selected inboxes but need to think a bit to understand who quickly we can do it. @Andrew_Nak and/or @Kevin Riccardi, trying to evaluate timelines on our end for this.Do you guys have time to talk about this feature on a quick call? (Here’s my calendly if so.) yes just booked another feature that I think ties to this is “multi-party” chat",Feature Request
1417,double clicked a close ticket button and managed to close it twice somehow,Bug
1420,"Jon -- is there a way to create an email alias where replies are automatically captured in Atlas? I'm thinking of a flow where we send an engagement email (welcome, re-activation, etc.) and the replies can be track and engaged with in Atlas (I like this ticket bot) Another way to achieve the same would be using RoutingYou should be able to configure channels -> email and then, subject or message contains activation.As an action, you should be able to apply tagBased in the tag applied we can create an inbox where all the replies would be gathered under a single inbox.This way you would be able to segregate the replies based on campaign type. Got it @Maxwell Bonnie, yep! If you don’t care about where it is routed, all you have to do is add a sender> for the engagement email address (eg, mailto:welcome@saltbox.com).When you’ve done this, if a customer responds to a transactional email on, eg, mailto:welcome@saltbox.com, it will register as a new ticket in Atlas.--------If you want those tickets to go to a specific inbox, you can do what @Piyush Raj mentioned above (spelled the steps out below with some screenshots as well).To do this:1. To setup a subchannel, you create a new sender in Email config (screenshot 1). 2. Then you can route based off of the subchannel in the Routing rules (screenshot 2). Set the action as “Set tags” and use a tag called “Welcome” (you can create it here). 3. Add a new inbox (screenshot 3) and set the filters for it as Ticket.Tags is Welcome then click “Create inbox” (screenshot 4).When you’ve done this, if a customer responds to a transactional email on, eg, welcome@saltbox.com, it will register as a new ticket in Atlas and send it to the associated inbox.",Product Question
1421,"i just made an outbound call to test the calling. the call itself worked from aircall, but I don't see anything in the customer timeline regarding the call. yup Will check -- we should have gotten a webhook call from them @John Tan I assume you already set up the api key in atlas app config? @John Tan I see that a log have been created in this customer for around the same time https://app.atlas.so/customer-timeline/69ded359-1d8b-45fe-bef4-bea602dc080f Is this what is expected? oh hmm, yes it is! i mustve missed it or something I think we are not doing server side pushes for these events my guess is it either it took couple of mins for Aircall to process and send the webhook or the page didn’t show latest data",Feature Request
1422,"@Rahul Asati hey hey! Love the email forwarding feature! Just want to flag though, that the view sidebar button on a ticket once the forwarded email is created isn’t working and neither is the header highlight. Basically can’t get to the sidebar thread once its created.Ticket I tested on: https://app.atlas.so/customer-timeline/8d357f7b-0f01-4904-858c-68f2247da1b9?conversationId=888529f1-277d-4375-afbf-a5a2c601e38c @Sephra Engel the sidebar come on the side, see the highlighted area",Feature Request
1423,feedback: this is a bit annoying as it blocks the textbox for a while and isn’t dismissible. @Ali got it! will update it soon!,Feature Request
1424,Team we are getting a error with this ticket when why try yo reply @George Saffaye Checking ! will update in couple of mins,Product Question
1428,Hi @Rahul Asati. Can we sync sidebar thread to slack? It will be easy for every collaborator to track the conversations. hey @kripa shankar Singh Gaharwar we don’t have Slack as a channel on sidebar. We have this in backlog but this yet planned to get worked on.,Product Question
1430,"Hi @Jon OBryan We noticed that some emails in the Schweber Gmail spam folder aren't showing up in Atlas. Could you consider implementing a spam folder feature in Atlas to ensure we don't miss any emails? Thank you. Hi @Mariflor Valencia! The main issue in this case is that emails aren't getting forwarded to Atlas (if they get marked as Spam, Gmail won't forward them by default). If you want to forward all emails and disable spam, this is how you can do it.Does that make sense? I see, thank you anyway",Feature Request
1432,"Hey Atlas, how can i enable the dark mode on your platform? right now we are currently building dark mode for atlas and should have it live by end of April.",Feature Request
1433,"@Sasha Rakovets Hi, I don't remember if you have provided the widget color customization CSS classes. If it's easy, could you please provide them? chat?: {    // Position    position?: 'bottomRight' | 'bottomLeft';    // Offset    offset?: number | [number, number];    // color (this could be a gradient or solid color)    brandColor?: string;    textColor?: 'dark' | 'light';    widget?: {        // header title        title?: string;        // header subtitle        subtitle?: string;        // header icon        logo?: string;        // online welcome message        welcomeMessage?: string;    };}here are the supported options in regards to widget look you can pass on initialization Hi @Berkan Bubik! this API is unstable, we are re-thinking it to make more powerful, that’s why had not published on the help center yet in case of any changes to it, I will let you know in advance thank you!!",Product Question
1434,"what does this do for customers attached to the merged tickets as well @Tianah Jimenez merged ticket is meant for duplicate tickets to merge into one so can reply to customer only once merging tickets across customer won’t be a good idea additional question on this topic - if both tickets have different customer email addresses attached, will merging the tickets add all customer email addresses from both tickets? Hey Clayton, no it won't merge the emails. ok. it will only keep the email addresses of the ticket merged in to?",Feature Request
1435,"Hello Team! I am creating side bars to contact suppliers but when i get a reply from them i don't get it in the same ticket and it opens a new one, example: Ticket: #1155 the supplier reply opened the ticket: #1185 @George Saffaye will take a look — the sidebar reply are supposed to go back in sidebar (reopen ticket if it snoozed/closed). Thank you @George Saffaye this happened because instead of reply coming to the reply to address (something that routes it back to Ticket) it came to help@perkupapp.com which ended up creating a new ticket.Can you please let me know if this happens again — we have few ideas on how we can avoid this from happening but most of them will require couple of weeks of engineering work (there are couple of other feature that you requested that are much faster to get done) Sure, will let you know if happens again",Bug
1436,"Hi there, we are seeing a lot of spam, if you look at our chat history over 90% are spam. Is there any way to filter out messages like that? Hey Kaushik, I would suggest making couple of these changes: 1. If you are not making identify call from your application, you should do that -- that way you will be able to identify visitors from signed in users.2. In chat settings, you can ask for name and email for visitor -- this would allow you to reach back to users, put a bit of resistance for people just spamming. 3. We also have a chat bot workflow that you can use to first ask question like, ""How can we help you today"" with choices, ""Product Questions"", ""Sales"", ""Product Demo"", so you know intent of the users. Happy to jump on a call if you want help with any of the above.",Feature Request
1437,"Team, I have a question about the inbox; how is the tickets list organized? For example, we try to go from Botton to Top as we want to reply from the oldest tickets to the newest, but sometimes I see older tickets at the top; it could be because the user send another message, and it goes back to the top of the list? Do you have any recommendations so we can make sure we reply first to the older tickets? @George Saffaye I think the way to solve will be to allow you to order the tickets on different fields like• last_response_date• last_customer_response_date• last_agent_response_date • ticket_created_date 1. would this solve it for you?2. which ordering would you want here? Yes, it helps. I thjink last_agent_response_date as what we ant to make sure if they get our reply If later we see its now working for us i will let you know",Feature Request
1438,"Using the @atlas in Slack 🧵@Jon OBryan hey @Charly Amoruso, @\Atlas is suppose to work for all the channels.That is, it should be sending the message to chats. Taking a note of this. Thanks for the suggestion. As you can see in the screenshots, @Atlas is not working. Maybe it’s not supposed to work for Live Chats. But also, I see that 2 options of Atlas appear when i type @atlas. One that is already in the channel, and the other which is a Slack Connect that is not in the channel. Do we need to add the Slack Connect as well? Awesome.I was checking the setup, and everything looked correct, it got me a bit worried as well. :) sorry @Piyush Raj! 🙏 Yes, it’s working. Sorry. got confused with another live chat we created. I’ll do some testings on the other. Sorry for the false alarm :face_palm: Ok, a great feature would be to allow some kind of ‘alias’ for agents to use during live chats and even tickets responses. Hey Jon, I was testing live chats, and when I use the @atlas in Slack to respond to a chat, it is not sending a response to the live chat. Does the @atlas work for live chats or only tickets? Hi @Piyush Raj! I’ll check again. I think the behavior here is, the agent that has last responded to the customer, their name would show up over here.Unfortunately this is not yet configurable.But yes, if you go to your profile and change your first name, last name as . , i think this would start showing Chatting with .. I don't think blank as names are yet allowed in the application. I do have another question: in order to not show my name in the live chat, I need to change my name in my user?",Feature Request
1439,"Hi there, I have noticed that the chat widget on our website has a ? instead of a chat bubble like before - how do I change it back? https://played.co/ Hey Tom, I fixed it for you. This was because widget menu was enabled for chat (see attached screenshot) -- let me know if you want to enable visit menu or have any other questions.  Ahh nice - thanks a lot Rahul",Product Question
1441,"@Rahul Asati @Sasha Rakovets @Jon OBryan Hi, I'm having issues with pageURL function in our typescript code. For some reason, the function is not working. Could you please assist? can you add a console log in setPageUrlOnTicket to see if it is getting printed hey @Berkan Bubik I can help with this! what is the issue you are facing it should work in local as well declare global {  interface Window {    Atlas: any;  }}function setPageUrlOnTicket({ ticketId }) {  window.Atlas.chat.updateTicketFields(ticketId, {    page_url: window.location.href,  });}if (typeof window !== 'undefined') {  window.Atlas.call(""start"", { callbacks: { onNewTicket: setPageUrlOnTicket } });}Here is how I handled it do you think it is happening because I'm testing in localhost? it's not getting printed 🤔 thank you @Rahul Asati! So basically, I added the following function to update a custom field called pageURLfunction setPageUrlOnTicket({ ticketId }) {  window.Atlas.chat.updateTicketFields(ticketId, {    page_url: window.location.href,  });}// add an object (or a key to existing object)window.Atlas.call(""start"", { callbacks: { onNewTicket: setPageUrlOnTicket } });However, for some reason, it is not working. I'm deploying it now to see if it was due to local testing do you see any issues? @Berkan Bubik I am checking this and will get back soon Hey @Berkan Bubik!Have you replaced the existing window.Atlas.start() call with this updated one? Let me know if you want to huddle over this, I’m online till 7PM huddle would be great @Sasha Rakovets I'm available now {  (()=>{""use strict"";var t,e={appId:""6t3h6mpohe"",v:2,q:[],call:function(){this.q.push(arguments)}};window.Atlas=e;var n=document.createElement(""script"");n.async=!0,n.src=""https://app.atlas.so/client-js/atlas.bundle.js"";var s=document.getElementsByTagName(""script"")[0];null===(t=s.parentNode)||void 0===t||t.insertBefore(n,s)})();  function setPageUrlOnTicket({ ticketId }) {    window.Atlas.chat.updateTicketFields(ticketId, {      page_url: window.location.href,    });  }  window.Atlas.call(""start"", { callbacks: { onNewTicket: setPageUrlOnTicket } });} It's working now! thank you 🙏:skin-tone-2: dangerouslySetInnerHTML could be causing the issue 🙏:skin-tone-2:",Product Question
1442,"@Rahul Asati hey hey - found a new glitch sorry! All required fields are filled in on a conversation, but when attempting to mark as pending/closed, Atlas prompts again for the required fields.https://www.loom.com/share/ab177647ec9d434a9ca3b01fb5fa043f Sephra, this is fixed now. Thanks rahul!",Bug
1444,"Hey Rakesh, how can we help you?",Sales
1446,"Hello, everyone! How are you doing?@Marcos Dantas found out one small bug and the need for a new column and we would like to kindly ask you for it.• The bug is in the value for customer.companyId, which is always set to ""8515b1e5-bacd-4edc-8e2e-2811c7c6f081"" on every ticket. We would really like to filter tickets based on ids of companies in our dashboards. This happens both on the conversations endpoint and in the customers endpoint.• The new column is the channel column. We would really like to differ between tickets that were opened via e-mail, chat (which is via our website) or WhatsApp. This column is already available in the portao-3-ticket-data-2024.csv sheets we receive from you, but not on the API and Webhook. (We currently get a lastMessage.channel field, but it is always set to ""CHAT"", which is not what we want).Thank you very much for your attention! @Victor Avila1. where are you seeing the company_id --> this is portao3 comany_id with Atlas (generally this field is hidden in UI).        a. Customer/Account is the dataset you are looking for        b. I think you are looking for account data. We already have account level filters for Inbox/Reporting — let me know if this is not create. 2. I will add the channel column in the API         a. this will be the channel on which ticket was started — we do allow to switch the channels, so channel on message could be different        b. I will look into why channel value in not correct on message level 1. Maybe I am not figuring it out, but here are the steps I am doing:• Retrieve all information from a ticket;• In the ticket information, read the value of customer.id ;• Retrieve the customer with that id;• In the customer information, try to find accountId. Unfortunately, this field does not exist (and, as you said, companyId is always the id for Portão 3. An alternative path would be to look for the account id directly on the new customer.account dict of fields inside each conversation. But there is only an externalId. ahh — I will add account details on customer, that way conversation.customer.account and customer.account will be the same thing. account.id would be internal atlas id of that account on customer and account.externalId would be the id that got populated by your API just adding a message here so i can keep track of our progress on this Sounds like a nice solution, @Rahul Asati. I noticed that the startedChannel field was just included by you on the API. Nice.I have an observation though: it seems that when there is at least one startedChannel as ""CHAT"" (I mean, our chat field in our website), it returns a 500 Internal Server Error.Here is the request I am making:curl --request GET \ --url 'https://api.atlas.so/v1/conversations?cursor=139980&limit=20' \ --header 'accept: application/json' \ --header 'authorization: Bearer xxxxxxxxxxxxxxxxx' Victor,• fixed the 500 error • added started_channel on conversation object• now channel attribute on message object should be correct • now you should see account_id on customer object If you see channel as null on message object that because it either an internal note or sidebar.Let me know if you need any other changes here.cc @Fernando Nery Nice, @Rahul Asati! Thank you very much.",Feature Request
1448,hi! I'm just wondering what features the free plan has? Hey Randall! We have a startup plan which gives you access to our Starter Plan. Would love to hop on a call and chat details if it's helpful. (Here's my calendly if you'd like to chat.),Product Question
1449,"@here does Atlas have webhooks to create a notification to slack or create a ""step"" in a workflow that we can integrate into tickets? @Johnny Mejias for additional color. @Tianah Jimenez here is our API documentation — we do have developer APIs and webhooks https://developers.atlas.so/reference/getting-started-with-your-api Hi @Rahul Asati do you guys have in the roadmap to be able to create Jira tickets from your atlas integration? hey @Johnny Mejias yes, we have JIRA integration avilable (it is in beta release right now). You can test it out here https://app.atlas.so/configuration/integrations/pm/jira Let me know if you face any issue using it I see that it matches notifications but I dont see how we can create a Jira ticket from atlas directly Here is a screenshot showing how to link/create an issue with an atlas ticket",Product Question
1450,"Is that Atlas OS Hey Hashim, What do you mean? I mean is that Atlas OS for gaming What is that company for this Atlas is a cusotmer support platform",Sales
1451,"hey i cannot log in my account can you help? hey, can you tell me your company name?",Sales
1452,"Hey Atlas team — We’re trying to do some thematic analysis on what the top support questions are. Do you guys have any analysis tools built out? If not, can you walk me through how to export all our ticket contents to date? I think we’ve done this before where someone on your team sent me a CSV of all our historical messages hey AnnetteNow you can extract the data yourself, we have introduced download feature in the search.Just press / or click on the 🔍 icon, then apply ticket filters, and download the data.You should receive the reports in your mailbox. Awesome thanks!",Product Question
1453,"Btw, @Rahul Asatiwhen we migrated from Zendesk back last year, were we able to migrate the old Zendesk CSAT results as well? Just so I know if I should expect to get the CSAT from old Zendesk tickets as well(it would be great if we have it, so we can track progress over time) Will check @Fernando Nery. Most likely I have not migrated CSAT, still will check once. hey Fernando, we haven't imported the CSAT.We import the core data only.Thanks",Product Question
1456,"Hello @Jon OBryanI hope you are well.Is there any way to display response times in minutes please. The cases in the screenshot below do not show response times below scale 0.Thank you in advance. Hey Kanto, you should be able to download the raw data by click on the arrow icon next to report name. See the screenshot below. I will work with our design team to make it more readable.  Hello Rahul,Thank you for your feedback and support.We have received the instruction.Thank you",Feature Request
1458,"Hey team, the first message that we receive in support is usually great product feedback. Is it possible to allow the support team to easy share a message to Slack or for the first message in a new chat to automatically be posted to a Slack channel? @Thomas Mirmotahari Do you want first message of all ticket to be synced to a slack channel? are you using Atlas/Slack integration, it does something similar. If I turned on these additional channels would it sync all messages to a Slack channel?Is there a way to just turn on the first message? Thomas, have you use Atlas Slack integration before — if not, I would highly recommend it. It is super useful to during off hours.Back to original question, here is how the slack integration looks. If you want you can choose not get noticed for anything other than first message (since they are thread). let me know if this is useful. We are going start working at a workflows product at the end of quarter. This workflow product will have triggers (first message, any message, status changes, priority changed) and filters and actions like (send an email, send to slack, create a ticket). Once we have workflow, you would be able to this automate this completely.",Feature Request
1459,"@Rahul Asati Also in reports, there must be a date bug or something because I can’t for the life of me select a new end date via custom dateLoom vid: https://www.loom.com/share/631905e56f534db4b8e51b2327007df4 Hi Sephra, thanks for sending us your inquiry, we'll be in touch shortly. Your ticket number is 1459. @Sephra Engel that’s not great! taking a look Sephra, this is fixed now.  Yesss I saw like an hour ago! You guys are the best",Bug
